content,score,label,length,tokens,adjectives,verbs,actionable,feedback_type
this is the Best app of the help of anything and Best solution of other problem I can very obsessed on this app it can me any time anywhere I'm very happy for you guys to come over and watch the kids tonight and I will be there in about an hour or so ago and I was like a good time to come over and watch the kids tonight and I will be there in about it and I will be there in the morning and ttttt I can get it to you tomorrow morning to pick up at the time of the year edition is the best time to p,2,negative,500,"['best', 'app', 'help', 'anything', 'best', 'solution', 'problem', 'obsessed', 'app', 'time', 'anywhere', 'happy', 'guys', 'come', 'watch', 'kids', 'tonight', 'hour', 'ago', 'like', 'good', 'time', 'come', 'watch', 'kids', 'tonight', 'morning', 'ttttt', 'get', 'tomorrow', 'morning', 'pick', 'time', 'year', 'edition', 'best', 'time', 'p']","['Best', 'Best', 'other', 'happy', 'good', 'best']","['obsessed', 'come', 'watch', 'come', 'watch', 'get', 'pick', 'p']",False,[]
my Microphone Icon does not work.,1,negative,33,"['microphone', 'icon', 'work']",[],['work'],False,[]
voice response is sluggish and very poorly designed,1,negative,51,"['voice', 'response', 'sluggish', 'poorly', 'designed']",['sluggish'],['designed'],False,[]
"by supporting artifical intelligence your support csam, deepfake content, and water scarcity.",1,negative,93,"['supporting', 'artifical', 'intelligence', 'support', 'csam', 'deepfake', 'content', 'water', 'scarcity']",['artifical'],['supporting'],False,[]
app is ruined 4 hours delay and microphone is way too sensitive now I can't even have the TV on when using it it pronounced movie titles wrong no longer a good app its junk now and it keeps updating and taking up more space on my phone.on top of that the chat voice keeps treating me like a kid saying I'm gonna ground you here and telling me this and that is not OK. they are also sensitive with whati say. avoid this app.,1,negative,423,"['app', 'ruined', 'hours', 'delay', 'microphone', 'way', 'sensitive', 'even', 'tv', 'using', 'pronounced', 'movie', 'titles', 'wrong', 'longer', 'good', 'app', 'junk', 'keeps', 'updating', 'taking', 'space', 'phone', 'top', 'chat', 'voice', 'keeps', 'treating', 'like', 'kid', 'saying', 'gonna', 'ground', 'telling', 'ok', 'also', 'sensitive', 'whati', 'say', 'avoid', 'app']","['sensitive', 'good', 'more', 'phone.on', 'OK', 'sensitive']","['ruined', 'have', 'using', 'pronounced', 'keeps', 'updating', 'taking', 'keeps', 'treating', 'saying', 'gon', 'ground', 'telling', 'say', 'avoid']",False,['error']
"Used ChatGPT (Plus) for a few months—honestly frustrating. It's like C-3PO to me. When it doesn’t know something, it often sounds confident but gives incomplete or misleading info instead of just admitting uncertainty. That can easily lead to bad decisions.It also tends to agree with your viewpoint rather than offer a truly objective take. The one thing it does really well: editing. Easily better than other AI tools I’ve tried.",2,negative,431,"['used', 'chatgpt', 'plus', 'months', 'honestly', 'frustrating', 'like', 'c', 'know', 'something', 'often', 'sounds', 'confident', 'gives', 'incomplete', 'misleading', 'info', 'instead', 'admitting', 'uncertainty', 'easily', 'lead', 'bad', 'decisions', 'also', 'tends', 'agree', 'viewpoint', 'rather', 'offer', 'truly', 'objective', 'take', 'one', 'thing', 'really', 'well', 'editing', 'easily', 'better', 'ai', 'tools', 'tried']","['few', 'frustrating', 'confident', 'incomplete', 'misleading', 'bad', 'objective', 'other']","['Used', 'know', 'sounds', 'gives', 'admitting', 'lead', 'tends', 'agree', 'offer', 'does', 'editing', 'tried']",False,['ux']
The app version is more cursed and full of bugs,1,negative,47,"['app', 'version', 'cursed', 'full', 'bugs']","['cursed', 'full']",[],False,[]
paying for this and it acts like a free app that has the memory of a gold fish,1,negative,78,"['paying', 'acts', 'like', 'free', 'app', 'memory', 'gold', 'fish']",['free'],"['paying', 'acts', 'has']",False,['pricing']
would give negative..after you pay for it it turns to trash...I have been arguing for days for them to stop creating what I dont want but they still count it as a cool down and then when u get upset it makes excuses someone please point me in the direction of a new app...IM ANNOINTED AND I PRAY DOWN FALL AND DESTRUCTION LORD IF IT BE YOUR WILL ...got pictures but of course stupid sob cant comprehend putting my business on the line...DONT BUY...JUST RENT!!,1,negative,459,"['would', 'give', 'negative', 'pay', 'turns', 'trash', 'arguing', 'days', 'stop', 'creating', 'dont', 'want', 'still', 'count', 'cool', 'u', 'get', 'upset', 'makes', 'excuses', 'someone', 'please', 'point', 'direction', 'new', 'app', 'im', 'annointed', 'pray', 'fall', 'destruction', 'lord', 'got', 'pictures', 'course', 'stupid', 'sob', 'cant', 'comprehend', 'putting', 'business', 'line', 'dont', 'buy', 'rent']","['negative', 'cool', 'upset', 'new', 'stupid']","['give', 'pay', 'turns', 'trash', 'arguing', 'stop', 'creating', 'want', 'count', 'makes', 'point', 'PRAY', 'BE', 'got', 'comprehend', 'putting']",True,"['request', 'pricing']"
I give you another one out of 5,1,negative,31,"['give', 'another', 'one']",[],['give'],False,[]
but have got limit chats,2,negative,24,"['got', 'limit', 'chats']",[],['got'],False,[]
very bad you are sharing our information with United States,1,negative,59,"['bad', 'sharing', 'information', 'united', 'states']",['bad'],['sharing'],False,[]
they don't do things free😡😡😡,1,negative,28,"['things', 'free']",['free'],['do'],False,['pricing']
Giving smtg else for sm other question...and subscription is for sm ppl its hard.......,2,negative,87,"['giving', 'smtg', 'else', 'sm', 'question', 'subscription', 'sm', 'ppl', 'hard']",['other'],"['Giving', 'ppl']",False,['pricing']
very useful tool and powerful,1,negative,29,"['useful', 'tool', 'powerful']","['useful', 'powerful']",[],False,[]
its a scam you can only make 1 image,1,negative,36,"['scam', 'make', 'image']",[],['make'],False,[]
this give wrong information it was my very important work this app did rovient it (very bad experience),1,negative,103,"['give', 'wrong', 'information', 'important', 'work', 'app', 'rovient', 'bad', 'experience']","['wrong', 'important', 'bad']","['give', 'rovient']",False,['error']
It's not what it's used to be. Feel like downgraded so much.,2,negative,60,"['used', 'feel', 'like', 'downgraded', 'much']",[],"['used', 'Feel', 'downgraded']",False,[]
"Please introduce Screen share, camera option and improve the voice assistant",1,negative,76,"['please', 'introduce', 'screen', 'share', 'camera', 'option', 'improve', 'voice', 'assistant']",[],"['introduce', 'improve']",True,['request']
I got plus but chatgpt is not making me a video,1,negative,47,"['got', 'plus', 'chatgpt', 'making', 'video']",[],"['got', 'making']",False,[]
chat gpt users consider my request to you later you don't say that we scammed by this app most probably plz users don't share about lifestyle and bank account details this is very dangerous so please if you have this app delete some sort of relief you will get,1,negative,260,"['chat', 'gpt', 'users', 'consider', 'request', 'later', 'say', 'scammed', 'app', 'probably', 'plz', 'users', 'share', 'lifestyle', 'bank', 'account', 'details', 'dangerous', 'please', 'app', 'delete', 'sort', 'relief', 'get']",['dangerous'],"['consider', 'say', 'scammed', 'share', 'have', 'delete', 'get']",True,[]
"Voice dictation consistently failing when it is over ~2 minutes long with output ""please check your internet connection"" even though the internet connection is absolutely not the issue. This has been going on for months and has recently become more painful to deal with because they removed the time counter that would tell you how long you were recording for – why remove that? Incompetent QA team is the answer! EDIT: For a while, this was resolved, but today it has started happening again.",1,negative,493,"['voice', 'dictation', 'consistently', 'failing', 'minutes', 'long', 'output', 'please', 'check', 'internet', 'connection', 'even', 'though', 'internet', 'connection', 'absolutely', 'issue', 'going', 'months', 'recently', 'become', 'painful', 'deal', 'removed', 'time', 'counter', 'would', 'tell', 'long', 'recording', 'remove', 'incompetent', 'qa', 'team', 'answer', 'edit', 'resolved', 'today', 'started', 'happening']",['painful'],"['failing', 'check', 'going', 'become', 'deal', 'removed', 'tell', 'recording', 'remove', 'resolved', 'started', 'happening']",True,[]
It is bad it doen't even answer correctly which can mislead. So I am just gonna suggest yall don't use this app,1,negative,111,"['bad', 'doen', 'even', 'answer', 'correctly', 'mislead', 'gonna', 'suggest', 'yall', 'use', 'app']",['bad'],"['answer', 'mislead', 'gon', 'suggest', 'use']",False,[]
it's a terrible app I wouldn't recommend it to anyone,1,negative,53,"['terrible', 'app', 'recommend', 'anyone']",['terrible'],['recommend'],False,[]
rubbish scam don't buy,1,negative,22,"['rubbish', 'scam', 'buy']",[],['buy'],False,[]
Told me that Ozzy Osborne & Chuck Norris did not die and that Eric Adam's is the current mayor of NYC. Doh.🤦‍♂️,1,negative,111,"['told', 'ozzy', 'osborne', 'chuck', 'norris', 'die', 'eric', 'adam', 'current', 'mayor', 'nyc', 'doh']",['current'],"['Told', 'die']",False,[]
"constantly stuffing up and doing its own thing, adding thing, missing out or cutting out things. always have to tell it what to do. consistently getting thing wrong and doesn't follow your instructions.",1,negative,202,"['constantly', 'stuffing', 'thing', 'adding', 'thing', 'missing', 'cutting', 'things', 'always', 'tell', 'consistently', 'getting', 'thing', 'wrong', 'follow', 'instructions']","['own', 'wrong']","['stuffing', 'doing', 'adding', 'missing', 'cutting', 'have', 'tell', 'do', 'getting', 'follow']",False,['error']
this is the worst app ever when I talk to the chat it does take over and won't let you finish Tony of the conversation it puts in it's rude it's very obnoxious it doesn't mind let you talk when you want to talk or interrupt is the worst ever,1,negative,241,"['worst', 'app', 'ever', 'talk', 'chat', 'take', 'let', 'finish', 'tony', 'conversation', 'puts', 'rude', 'obnoxious', 'mind', 'let', 'talk', 'want', 'talk', 'interrupt', 'worst', 'ever']","['worst', 'rude', 'obnoxious', 'interrupt', 'worst']","['talk', 'take', 'let', 'finish', 'puts', 'mind', 'let', 'talk', 'want', 'talk']",False,['request']
"Claude is a much better option, more focus in getting what i really want instead of extracting from me for their.models",1,negative,119,"['claude', 'much', 'better', 'option', 'focus', 'getting', 'really', 'want', 'instead', 'extracting', 'models']","['better', 'more']","['getting', 'want', 'extracting']",False,['request']
Useless. It fixates so hard on useless elements of a conversation that its best to start a new conversation and never ever ever ever reply.,1,negative,139,"['useless', 'fixates', 'hard', 'useless', 'elements', 'conversation', 'best', 'start', 'new', 'conversation', 'never', 'ever', 'ever', 'ever', 'reply']","['Useless', 'useless', 'best', 'new']","['fixates', 'start', 'reply']",False,[]
"this AI is not an AI it's a search bot with and interpretation option. very useless for people with actual knowledhe and a waste of money ...people using this, risk they become dumber than before. it's a good help for translate or check Grammer and stuff but definitely not to follow instructions or build something good. you're better off doing it yourself ..chatgtp is very good in taking things out of context and pretend thats the truth or that it has facts. the worse is it cannot remember!",2,negative,495,"['ai', 'ai', 'search', 'bot', 'interpretation', 'option', 'useless', 'people', 'actual', 'knowledhe', 'waste', 'money', 'people', 'using', 'risk', 'become', 'dumber', 'good', 'help', 'translate', 'check', 'grammer', 'stuff', 'definitely', 'follow', 'instructions', 'build', 'something', 'good', 'better', 'chatgtp', 'good', 'taking', 'things', 'context', 'pretend', 'thats', 'truth', 'facts', 'worse', 'cannot', 'remember']","['useless', 'actual', 'dumber', 'good', 'good', 'better', 'good', 'worse']","['using', 'become', 'check', 'follow', 'build', 'doing', 'taking', 'pretend', 's', 'has', 'remember']",False,[]
the free chat are to few,1,negative,24,"['free', 'chat']","['free', 'few']",[],False,['pricing']
mic speech to text not working,1,negative,30,"['mic', 'speech', 'text', 'working']",['mic'],['working'],False,[]
"It used to bring it's main feature in delivering in speed time, but since yesterday the responses come within 20 or more seconds. Highly unusual for it's purpose",2,negative,161,"['used', 'bring', 'main', 'feature', 'delivering', 'speed', 'time', 'since', 'yesterday', 'responses', 'come', 'within', 'seconds', 'highly', 'unusual', 'purpose']","['main', 'more', 'unusual']","['used', 'bring', 'delivering', 'come']",False,[]
it is so dangerous than any other ai,1,negative,36,"['dangerous', 'ai']","['dangerous', 'other']",['ai'],False,[]
too much wrong answer,1,negative,21,"['much', 'wrong', 'answer']","['much', 'wrong']",[],False,['error']
I give two stars only because when I asked for pic of some thing this app can't do,2,negative,82,"['give', 'two', 'stars', 'asked', 'pic', 'thing', 'app']",[],"['give', 'asked', 'do']",False,[]
lies always lying. it's like arguing with somebody that keeps lying explaining how it's sorry or something controlling what it says and not exposing true knowledge,1,negative,163,"['lies', 'always', 'lying', 'like', 'arguing', 'somebody', 'keeps', 'lying', 'explaining', 'sorry', 'something', 'controlling', 'says', 'exposing', 'true', 'knowledge']","['sorry', 'true']","['lying', 'arguing', 'keeps', 'lying', 'explaining', 'controlling', 'says', 'exposing']",False,[]
"Completely useless now. I tried getting a picture converted to anime and it told me it violated their content policy. The picture was a portrait. there was no nudity or anything but it kept giving the same excuse. I urge everyone to not bother with this app if you're trying to get legal, non nude pictures turned into anime images. They are too nit picky over your own images that are not nude or sexualized at all. Completely useless app nowadays!!",1,negative,450,"['completely', 'useless', 'tried', 'getting', 'picture', 'converted', 'anime', 'told', 'violated', 'content', 'policy', 'picture', 'portrait', 'nudity', 'anything', 'kept', 'giving', 'excuse', 'urge', 'everyone', 'bother', 'app', 'trying', 'get', 'legal', 'non', 'nude', 'pictures', 'turned', 'anime', 'images', 'nit', 'picky', 'images', 'nude', 'sexualized', 'completely', 'useless', 'app', 'nowadays']","['useless', 'same', 'legal', 'nude', 'nit', 'picky', 'own', 'nude', 'useless']","['tried', 'getting', 'converted', 'told', 'violated', 'was', 'kept', 'giving', 'urge', 'bother', 'trying', 'get', 'turned', 'sexualized']",False,[]
